item_id,title,artist_name,track_name,category,tags,description
642,item_642,,item_642,,217 2 51 44 128,item 642 features: 217 2 51 44 128
643,item_643,,item_643,,69 46 1 382 2 51 4 25 14 5 55,item 643 features: 69 46 1 382 2 51 4 25 14 5 55
644,item_644,,item_644,,2 55,item 644 features: 2 55
645,item_645,,item_645,,155 4 20,item 645 features: 155 4 20
646,item_646,,item_646,,64 2 55,item 646 features: 64 2 55
647,item_647,,item_647,,58 39 25 28 44 55 537 22 2 4 5 51 474 534 194 16,item 647 features: 58 39 25 28 44 55 537 22 2 4 5 51 474 534 194 16
648,item_648,,item_648,,22 2 5 699 575,item 648 features: 22 2 5 699 575
649,item_649,,item_649,,415 60,item 649 features: 415 60
650,item_650,,item_650,,32 21 37 337 31,item 650 features: 32 21 37 337 31
651,item_651,,item_651,,15 2 51 44,item 651 features: 15 2 51 44
652,item_652,,item_652,,10 15 51 2 34 4 55 44 31,item 652 features: 10 15 51 2 34 4 55 44 31
653,item_653,,item_653,,69 738 2 51 4 14 20 16 31,item 653 features: 69 738 2 51 4 14 20 16 31
654,item_654,,item_654,,125 25 94 65 52 33 2 4 5 184 615 14 31 403 253,item 654 features: 125 25 94 65 52 33 2 4 5 184 615 14 31 403 253
655,item_655,,item_655,,58 15 232 49 51 2 34 4 707 5 31 10,item 655 features: 58 15 232 49 51 2 34 4 707 5 31 10
656,item_656,,item_656,,58 134 34 4 31,item 656 features: 58 134 34 4 31
657,item_657,,item_657,,51 2 167 5 28 31,item 657 features: 51 2 167 5 28 31
658,item_658,,item_658,,55,item 658 features: 55
659,item_659,,item_659,,95 2 34 4 31,item 659 features: 95 2 34 4 31
660,item_660,,item_660,,32 96 2 25 432 124,item 660 features: 32 96 2 25 432 124
661,item_661,,item_661,,34 103 55 23,item 661 features: 34 103 55 23
662,item_662,,item_662,,49 2 34 4 253 44,item 662 features: 49 2 34 4 253 44
663,item_663,,item_663,,69 1 2 51 4 44 31,item 663 features: 69 1 2 51 4 44 31
664,item_664,,item_664,,32 326 97,item 664 features: 32 326 97
665,item_665,,item_665,,69 98 22 2 50 4 39 5 31,item 665 features: 69 98 22 2 50 4 39 5 31
666,item_666,,item_666,,2 34 4 5 55 10,item 666 features: 2 34 4 5 55 10
667,item_667,,item_667,,49 2 51 99 5 397 28 31 378,item 667 features: 49 2 51 99 5 397 28 31 378
668,item_668,,item_668,,258 51 44,item 668 features: 258 51 44
669,item_669,,item_669,,58 127 639 125 22 2 5 905 55,item 669 features: 58 127 639 125 22 2 5 905 55
670,item_670,,item_670,,172,item 670 features: 172
671,item_671,,item_671,,192 32 6 338 213 100 185 198 62 243,item 671 features: 192 32 6 338 213 100 185 198 62 243
672,item_672,,item_672,,46 125 34 563 10 65 33 4 71 5 184 51 14 31 302 605 16,item 672 features: 46 125 34 563 10 65 33 4 71 5 184 51 14 31 302 605 16
673,item_673,,item_673,,21 44,item 673 features: 21 44
674,item_674,,item_674,,616 180 58 125 46 51 2 4 615 31 681 120,item 674 features: 616 180 58 125 46 51 2 4 615 31 681 120
675,item_675,,item_675,,32 2 208 4 385 25 933 16 5 55 10,item 675 features: 32 2 208 4 385 25 933 16 5 55 10
676,item_676,,item_676,,22 2 50 5 31,item 676 features: 22 2 50 5 31
677,item_677,,item_677,,5,item 677 features: 5
678,item_678,,item_678,,123 4 37 248,item 678 features: 123 4 37 248
679,item_679,,item_679,,2 34 55 5 322 31,item 679 features: 2 34 55 5 322 31
680,item_680,,item_680,,452 356 49 2 28 55,item 680 features: 452 356 49 2 28 55
681,item_681,,item_681,,32 4 37,item 681 features: 32 4 37
682,item_682,,item_682,,218 2,item 682 features: 218 2
683,item_683,,item_683,,273 34 25 28 44 10 2 377 103 5 23 51 31 49 711,item 683 features: 273 34 25 28 44 10 2 377 103 5 23 51 31 49 711
684,item_684,,item_684,,125 25 10 33 2 4 345 5 184 492 864 14 31 468 618 16,item 684 features: 125 25 10 33 2 4 345 5 184 492 864 14 31 468 618 16
685,item_685,,item_685,,51 31 846,item 685 features: 51 31 846
686,item_686,,item_686,,820 185 465 101 2 54 223 122 243 62 31 64,item 686 features: 820 185 465 101 2 54 223 122 243 62 31 64
687,item_687,,item_687,,77 125 33 2 4 253 14 5 44 102,item 687 features: 77 125 33 2 4 253 14 5 44 102
688,item_688,,item_688,,10 34 103 55 23,item 688 features: 10 34 103 55 23
689,item_689,,item_689,,869,item 689 features: 869
690,item_690,,item_690,,2 56,item 690 features: 2 56
691,item_691,,item_691,,2 31,item 691 features: 2 31
692,item_692,,item_692,,4 14,item 692 features: 4 14
693,item_693,,item_693,,770 406 636 165 122,item 693 features: 770 406 636 165 122
694,item_694,,item_694,,186,item 694 features: 186
695,item_695,,item_695,,2 31 860,item 695 features: 2 31 860
696,item_696,,item_696,,51 55,item 696 features: 51 55
697,item_697,,item_697,,58 125 25 19 52 33 4 5 57 14 271 32 199,item 697 features: 58 125 25 19 52 33 4 5 57 14 271 32 199
698,item_698,,item_698,,104 338 31,item 698 features: 104 338 31
699,item_699,,item_699,,69 22 34 4 31,item 699 features: 69 22 34 4 31
700,item_700,,item_700,,58 10 2 34 31,item 700 features: 58 10 2 34 31
701,item_701,,item_701,,11,item 701 features: 11
702,item_702,,item_702,,25,item 702 features: 25
703,item_703,,item_703,,65 447 32 6 188 193 424 54 971 37 309 472,item 703 features: 65 447 32 6 188 193 424 54 971 37 309 472
704,item_704,,item_704,,15 51 31 34 55,item 704 features: 15 51 31 34 55
705,item_705,,item_705,,34 20 37 185 198 10 415 2 4 35 243 424 526 14 970 31 149 32 150 8 192,item 705 features: 34 20 37 185 198 10 415 2 4 35 243 424 526 14 970 31 149 32 150 8 192
706,item_706,,item_706,,4 20 267,item 706 features: 4 20 267
707,item_707,,item_707,,51 544 785 31 316,item 707 features: 51 544 785 31 316
708,item_708,,item_708,,15 319 2 51 4 5 44 55 372 26,item 708 features: 15 319 2 51 4 5 44 55 372 26
709,item_709,,item_709,,37 185 65 2 103 23 97 31 30 32 64 192 124,item 709 features: 37 185 65 2 103 23 97 31 30 32 64 192 124
710,item_710,,item_710,,69 22 890 4 20 335 715,item 710 features: 69 22 890 4 20 335 715
711,item_711,,item_711,,58 51 2 34 25 67 5 16 31 10,item 711 features: 58 51 2 34 25 67 5 16 31 10
712,item_712,,item_712,,425,item 712 features: 425
713,item_713,,item_713,,24 686 32 4,item 713 features: 24 686 32 4
714,item_714,,item_714,,58 2 4 5 120 454 7 16,item 714 features: 58 2 4 5 120 454 7 16
715,item_715,,item_715,,10 49 2 34 265 31,item 715 features: 10 49 2 34 265 31
716,item_716,,item_716,,186 31,item 716 features: 186 31
717,item_717,,item_717,,69 324 22 2 50 4 76 234 85 55 120,item 717 features: 69 324 22 2 50 4 76 234 85 55 120
718,item_718,,item_718,,21 2 31,item 718 features: 21 2 31
719,item_719,,item_719,,69 305 22 2 4 76 5 55 0,item 719 features: 69 305 22 2 4 76 5 55 0
720,item_720,,item_720,,51 55,item 720 features: 51 55
721,item_721,,item_721,,58 2 457 103 55 23,item 721 features: 58 2 457 103 55 23
722,item_722,,item_722,,834 943 105,item 722 features: 834 943 105
723,item_723,,item_723,,58 125 15 2 51 4 707 5 31,item 723 features: 58 125 15 2 51 4 707 5 31
724,item_724,,item_724,,5,item 724 features: 5
725,item_725,,item_725,,161 103 55 23,item 725 features: 161 103 55 23
726,item_726,,item_726,,479 68 159 660 106 362 883 690 510 657 405 679 203 721 671 191 287 680 731 247 531 41 665 417 559 429 204 673 946 623 210 692 878 924 726,item 726 features: 479 68 159 660 106 362 883 690 510 657 405 679 203 721 671 191 287 680 731 247 531 41 665 417 559 429 204 673 946 623 210 692 878 924 726
727,item_727,,item_727,,168 875 4 20,item 727 features: 168 875 4 20
728,item_728,,item_728,,217 2 370 670 44 31 206,item 728 features: 217 2 370 670 44 31 206
729,item_729,,item_729,,58 939 126 512 34 2 4 173 103 31 49 253,item 729 features: 58 939 126 512 34 2 4 173 103 31 49 253
730,item_730,,item_730,,800,item 730 features: 800
731,item_731,,item_731,,186,item 731 features: 186
732,item_732,,item_732,,468 46 635 2 25 5 44,item 732 features: 468 46 635 2 25 5 44
733,item_733,,item_733,,253 16 31,item 733 features: 253 16 31
734,item_734,,item_734,,659 55 381 533 22 2 4 722 5 408 24 51 31 442 16,item 734 features: 659 55 381 533 22 2 4 722 5 408 24 51 31 442 16
735,item_735,,item_735,,96 49 2 31 37 110 322 55,item 735 features: 96 49 2 31 37 110 322 55
736,item_736,,item_736,,25,item 736 features: 25
737,item_737,,item_737,,15 2 51 5 28 31,item 737 features: 15 2 51 5 28 31
738,item_738,,item_738,,15 865 49 51 2 55 5 31,item 738 features: 15 865 49 51 2 55 5 31
739,item_739,,item_739,,51 2 31 341 723 827 5 952 55 28 378,item 739 features: 51 2 31 341 723 827 5 952 55 28 378
740,item_740,,item_740,,21 44,item 740 features: 21 44
741,item_741,,item_741,,69 46 22 2 50 4 107 610 31 467,item 741 features: 69 46 22 2 50 4 107 610 31 467
742,item_742,,item_742,,4,item 742 features: 4
743,item_743,,item_743,,784,item 743 features: 784
744,item_744,,item_744,,134 823 51 2 25 5 110 16 28 31,item 744 features: 134 823 51 2 25 5 110 16 28 31
745,item_745,,item_745,,69 254 22 2 193 313 25 76 4 5 489 31 0,item 745 features: 69 254 22 2 193 313 25 76 4 5 489 31 0
746,item_746,,item_746,,317 51 5 31,item 746 features: 317 51 5 31
747,item_747,,item_747,,55,item 747 features: 55
748,item_748,,item_748,,253 748 16 31 239,item 748 features: 253 748 16 31 239
749,item_749,,item_749,,252 870,item 749 features: 252 870
750,item_750,,item_750,,355 178 33,item 750 features: 355 178 33
751,item_751,,item_751,,34 710 109 10,item 751 features: 34 710 109 10
752,item_752,,item_752,,516 2 725 31 194,item 752 features: 516 2 725 31 194
753,item_753,,item_753,,65 447 57 2 188 37 44 309,item 753 features: 65 447 57 2 188 37 44 309
754,item_754,,item_754,,58 10 125 49 33 2 34 4 166 5 31,item 754 features: 58 10 125 49 33 2 34 4 166 5 31
755,item_755,,item_755,,305,item 755 features: 305
756,item_756,,item_756,,46 2 51 39 25 4 14 31 16 5 55,item 756 features: 46 2 51 39 25 4 14 31 16 5 55
757,item_757,,item_757,,58 401 225 2 4 253 5 31 120 7,item 757 features: 58 401 225 2 4 253 5 31 120 7
758,item_758,,item_758,,161 15 2 51 34 20 5 55 10,item 758 features: 161 15 2 51 34 20 5 55 10
759,item_759,,item_759,,13 5 47,item 759 features: 13 5 47
760,item_760,,item_760,,15 49 53 2 51 34 5 110 44 55,item 760 features: 15 49 53 2 51 34 5 110 44 55
761,item_761,,item_761,,250 441 2 4 5 44,item 761 features: 250 441 2 4 5 44
762,item_762,,item_762,,416 2 4 16 110 44 5,item 762 features: 416 2 4 16 110 44 5
763,item_763,,item_763,,32 21 637 208 97 31 30,item 763 features: 32 21 637 208 97 31 30
764,item_764,,item_764,,69 22 234 76 4 34 85 5 31 916,item 764 features: 69 22 234 76 4 34 85 5 31 916
765,item_765,,item_765,,2 13 742 84 44 28 47 5,item 765 features: 2 13 742 84 44 28 47 5
766,item_766,,item_766,,2 51 39 55 5 28 31,item 766 features: 2 51 39 55 5 28 31
767,item_767,,item_767,,437 21 401 225 148 31,item 767 features: 437 21 401 225 148 31
768,item_768,,item_768,,21 34 31 10,item 768 features: 21 34 31 10
769,item_769,,item_769,,76 5 31 23,item 769 features: 76 5 31 23
770,item_770,,item_770,,46 31,item 770 features: 46 31
771,item_771,,item_771,,34 55 10 102 2 498 173 103 5 23 77 49 110,item 771 features: 34 55 10 102 2 498 173 103 5 23 77 49 110
772,item_772,,item_772,,58 177 546 4 25,item 772 features: 58 177 546 4 25
773,item_773,,item_773,,76 44 55 69 782 22 2 4 111 120 51 16 176,item 773 features: 76 44 55 69 782 22 2 4 111 120 51 16 176
774,item_774,,item_774,,69 209 932 22 4,item 774 features: 69 209 932 22 4
775,item_775,,item_775,,4 967,item 775 features: 4 967
776,item_776,,item_776,,15 51 4 5 28 31,item 776 features: 15 51 4 5 28 31
777,item_777,,item_777,,1 51 31,item 777 features: 1 51 31
778,item_778,,item_778,,488 49 2 377 44 378,item 778 features: 488 49 2 377 44 378
779,item_779,,item_779,,186 31,item 779 features: 186 31
780,item_780,,item_780,,2 51 39 112 622 28 31 5,item 780 features: 2 51 39 112 622 28 31 5
781,item_781,,item_781,,161 21 2 16 103 55 23,item 781 features: 161 21 2 16 103 55 23
782,item_782,,item_782,,77 53 2 20 5 55,item 782 features: 77 53 2 20 5 55
783,item_783,,item_783,,209 125 33 2 25 4 14 5 31,item 783 features: 209 125 33 2 25 4 14 5 31
784,item_784,,item_784,,21 887 133 31,item 784 features: 21 887 133 31
785,item_785,,item_785,,49 2 34 55 10,item 785 features: 49 2 34 55 10
786,item_786,,item_786,,320,item 786 features: 320
787,item_787,,item_787,,804,item 787 features: 804
788,item_788,,item_788,,34 25 28 55 10 15 52 2 4 5 120 51 14 31 347 532 16,item 788 features: 34 25 28 55 10 15 52 2 4 5 120 51 14 31 347 532 16
789,item_789,,item_789,,76 55 69 22 2 4 5 168 305 809 50 234 0,item 789 features: 76 55 69 22 2 4 5 168 305 809 50 234 0
790,item_790,,item_790,,51 55,item 790 features: 51 55
791,item_791,,item_791,,49 2 39 31 5,item 791 features: 49 2 39 31 5
792,item_792,,item_792,,2 34 55,item 792 features: 2 34 55
793,item_793,,item_793,,58 66 2 31 477,item 793 features: 58 66 2 31 477
794,item_794,,item_794,,920 70,item 794 features: 920 70
795,item_795,,item_795,,514 4,item 795 features: 514 4
796,item_796,,item_796,,2 5,item 796 features: 2 5
797,item_797,,item_797,,64 57,item 797 features: 64 57
798,item_798,,item_798,,2 185,item 798 features: 2 185
799,item_799,,item_799,,478,item 799 features: 478
800,item_800,,item_800,,51 55 28 31,item 800 features: 51 55 28 31
801,item_801,,item_801,,34 4 5 31,item 801 features: 34 4 5 31
802,item_802,,item_802,,10 2 34 55,item 802 features: 10 2 34 55
803,item_803,,item_803,,289 954 732 22 2 113 5 55,item 803 features: 289 954 732 22 2 113 5 55
804,item_804,,item_804,,65 288 187 64 88 225 2 50 34 37 55 0 124,item 804 features: 65 288 187 64 88 225 2 50 34 37 55 0 124
805,item_805,,item_805,,514 4,item 805 features: 514 4
806,item_806,,item_806,,15 51 4 55 26,item 806 features: 15 51 4 55 26
807,item_807,,item_807,,10 49 618 2 25 4 34 5 55,item 807 features: 10 49 618 2 25 4 34 5 55
808,item_808,,item_808,,591 55,item 808 features: 591 55
809,item_809,,item_809,,10 2 729 34 4 14 5 223 31,item 809 features: 10 2 729 34 4 14 5 223 31
810,item_810,,item_810,,31,item 810 features: 31
811,item_811,,item_811,,15 2 51 34 5 44 31,item 811 features: 15 2 51 34 5 44 31
812,item_812,,item_812,,114 618 2 253 16 44 174 5,item 812 features: 114 618 2 253 16 44 174 5
813,item_813,,item_813,,64 34 4 16 31 102,item 813 features: 64 34 4 16 31 102
814,item_814,,item_814,,10 51 34 4 297 31 291,item 814 features: 10 51 34 4 297 31 291
815,item_815,,item_815,,812 250 22 2 25 4 31 0,item 815 features: 812 250 22 2 25 4 31 0
816,item_816,,item_816,,69 209 152 651 22 2 50 234 4 113 5 85 31,item 816 features: 69 209 152 651 22 2 50 234 4 113 5 85 31
817,item_817,,item_817,,51 31 23,item 817 features: 51 31 23
818,item_818,,item_818,,34 37 28 44 55 26 102 15 2 4 5 51 57 519,item 818 features: 34 37 28 44 55 26 102 15 2 4 5 51 57 519
819,item_819,,item_819,,896 10 416 2 25 4 34 16 5 55 120,item 819 features: 896 10 416 2 25 4 34 16 5 55 120
820,item_820,,item_820,,34 4 31,item 820 features: 34 4 31
821,item_821,,item_821,,800,item 821 features: 800
822,item_822,,item_822,,64 34 44,item 822 features: 64 34 44
823,item_823,,item_823,,77 2 4 37 44 5 102,item 823 features: 77 2 4 37 44 5 102
824,item_824,,item_824,,15 2 34 5 55,item 824 features: 15 2 34 5 55
825,item_825,,item_825,,55,item 825 features: 55
826,item_826,,item_826,,21 2 55,item 826 features: 21 2 55
827,item_827,,item_827,,22 51 2 5 31,item 827 features: 22 51 2 5 31
828,item_828,,item_828,,34 14 527 4 44 10,item 828 features: 34 14 527 4 44 10
829,item_829,,item_829,,77 49 2 34 173 44 103 72 23,item 829 features: 77 49 2 34 173 44 103 72 23
830,item_830,,item_830,,12 1 2 51 16 31,item 830 features: 12 1 2 51 16 31
831,item_831,,item_831,,502 125 132 28 96 33 2 167 4 5 484 184 51 709 84 31,item 831 features: 502 125 132 28 96 33 2 167 4 5 484 184 51 709 84 31
832,item_832,,item_832,,228 2 44,item 832 features: 228 2 44
833,item_833,,item_833,,15 452 49 51 2 4 5 130 55 26,item 833 features: 15 452 49 51 2 4 5 130 55 26
834,item_834,,item_834,,46 44 5 28 31 212,item 834 features: 46 44 5 28 31 212
835,item_835,,item_835,,20 310,item 835 features: 20 310
836,item_836,,item_836,,12 1 51 4 31,item 836 features: 12 1 51 4 31
837,item_837,,item_837,,69 324 168 22 2 4,item 837 features: 69 324 168 22 2 4
838,item_838,,item_838,,475 51 44,item 838 features: 475 51 44
839,item_839,,item_839,,46 635 28 55 2 4 5 276 51 709 31,item 839 features: 46 635 28 55 2 4 5 276 51 709 31
840,item_840,,item_840,,34 28 15 2 4 75 5 120 482 51 436 31 205 461,item 840 features: 34 28 15 2 4 75 5 120 482 51 436 31 205 461
841,item_841,,item_841,,433 4 20,item 841 features: 433 4 20
842,item_842,,item_842,,32 21 44,item 842 features: 32 21 44
843,item_843,,item_843,,64 52 57 37 72 166 687,item 843 features: 64 52 57 37 72 166 687
844,item_844,,item_844,,2 55,item 844 features: 2 55
845,item_845,,item_845,,21 44,item 845 features: 21 44
846,item_846,,item_846,,34 44 10 65 21 2 173 103 23 97 32 49 56,item 846 features: 34 44 10 65 21 2 173 103 23 97 32 49 56
847,item_847,,item_847,,51 44,item 847 features: 51 44
848,item_848,,item_848,,4 14,item 848 features: 4 14
849,item_849,,item_849,,186,item 849 features: 186
850,item_850,,item_850,,51 34 55,item 850 features: 51 34 55
851,item_851,,item_851,,58 125 46 34 25 10 15 232 2 4 349 173 103 446 120 51 709 31 49 199,item 851 features: 58 125 46 34 25 10 15 232 2 4 349 173 103 446 120 51 709 31 49 199
852,item_852,,item_852,,904,item 852 features: 904
853,item_853,,item_853,,642 44 28 60 15 2 4 5 484 51 529,item 853 features: 642 44 28 60 15 2 4 5 484 51 529
854,item_854,,item_854,,34 25 76 55 10 69 812 500 2 4 5 120 77 100 338 499 0,item 854 features: 34 25 76 55 10 69 812 500 2 4 5 120 77 100 338 499 0
855,item_855,,item_855,,52 51 31,item 855 features: 52 51 31
856,item_856,,item_856,,51 57 115 37 31,item 856 features: 51 57 115 37 31
857,item_857,,item_857,,76 116 55,item 857 features: 76 116 55
858,item_858,,item_858,,2 4 5 55,item 858 features: 2 4 5 55
859,item_859,,item_859,,22 34 4 31,item 859 features: 22 34 4 31
860,item_860,,item_860,,15 448 2 34 84 31,item 860 features: 15 448 2 34 84 31
861,item_861,,item_861,,55,item 861 features: 55
862,item_862,,item_862,,862 46 22 2 76 5 55,item 862 features: 862 46 22 2 76 5 55
863,item_863,,item_863,,15 51 25 4 28 244 5 31 212 609 120,item 863 features: 15 51 25 4 28 244 5 31 212 609 120
864,item_864,,item_864,,21 2 34 31,item 864 features: 21 2 34 31
865,item_865,,item_865,,2 51 4 25 464 5 28 16 31,item 865 features: 2 51 4 25 464 5 28 16 31
866,item_866,,item_866,,69 925 22 4 907 34 31,item 866 features: 69 925 22 4 907 34 31
867,item_867,,item_867,,51 411 31,item 867 features: 51 411 31
868,item_868,,item_868,,397 28 44 15 33 2 4 377 5 120 51 99 31 49 378,item 868 features: 397 28 44 15 33 2 4 377 5 120 51 99 31 49 378
869,item_869,,item_869,,160 332 304 10 17 150 263 556 34 55 35,item 869 features: 160 332 304 10 17 150 263 556 34 55 35
870,item_870,,item_870,,209 303 4 20,item 870 features: 209 303 4 20
871,item_871,,item_871,,65 29 32 52 57 37 200 300 149 472,item 871 features: 65 29 32 52 57 37 200 300 149 472
872,item_872,,item_872,,363,item 872 features: 363
873,item_873,,item_873,,2 76 25 16 5 31,item 873 features: 2 76 25 16 5 31
874,item_874,,item_874,,69 87 668 22 2 4 5 44,item 874 features: 69 87 668 22 2 4 5 44
875,item_875,,item_875,,58 15 49 2 34 377 5 44,item 875 features: 58 15 49 2 34 377 5 44
876,item_876,,item_876,,32 21 49 2 34 173 103 31,item 876 features: 32 21 49 2 34 173 103 31
877,item_877,,item_877,,236 134 403 51 2 117 464 31 5 55,item 877 features: 236 134 403 51 2 117 464 31 5 55
878,item_878,,item_878,,4 20 118,item 878 features: 4 20 118
879,item_879,,item_879,,24 161 46 2 4 44 16 459 103 5 23,item 879 features: 24 161 46 2 4 44 16 459 103 5 23
880,item_880,,item_880,,25 5,item 880 features: 25 5
881,item_881,,item_881,,69 22 51 4 20 503 44,item 881 features: 69 22 51 4 20 503 44
882,item_882,,item_882,,15 51 34 44 31 409,item 882 features: 15 51 34 44 31 409
883,item_883,,item_883,,119 74 32 88 37 121,item 883 features: 119 74 32 88 37 121
884,item_884,,item_884,,58 1 512 217 34 20 55 15 2 167 4 345 5 51 31,item 884 features: 58 1 512 217 34 20 55 15 2 167 4 345 5 51 31
885,item_885,,item_885,,46 114 2 4 25 14 5 16 31,item 885 features: 46 114 2 4 25 14 5 16 31
886,item_886,,item_886,,55,item 886 features: 55
887,item_887,,item_887,,49 2 34 110 55,item 887 features: 49 2 34 110 55
888,item_888,,item_888,,55,item 888 features: 55
889,item_889,,item_889,,51 34 55,item 889 features: 51 34 55
890,item_890,,item_890,,51 2 4 31 308 16 5 55,item 890 features: 51 2 4 31 308 16 5 55
891,item_891,,item_891,,21 44,item 891 features: 21 44
892,item_892,,item_892,,69 22 2 50 34 4 5 55 10,item 892 features: 69 22 2 50 34 4 5 55 10
893,item_893,,item_893,,77 250 2 4 20,item 893 features: 77 250 2 4 20
894,item_894,,item_894,,32 404 121 37 31,item 894 features: 32 404 121 37 31
895,item_895,,item_895,,51 31,item 895 features: 51 31
896,item_896,,item_896,,10 34 55,item 896 features: 10 34 55
897,item_897,,item_897,,77 8 4 39 296 5 31 120 102,item 897 features: 77 8 4 39 296 5 31 120 102
898,item_898,,item_898,,834 482 22 50 25 4 14 709 499 5,item 898 features: 834 482 22 50 25 4 14 709 499 5
899,item_899,,item_899,,59 947 55 21 2 103 743 29 121 161 88 165,item 899 features: 59 947 55 21 2 103 743 29 121 161 88 165
900,item_900,,item_900,,255 125 25 715 69 33 22 2 4 5 120 24 492 615 31,item 900 features: 255 125 25 715 69 33 22 2 4 5 120 24 492 615 31
901,item_901,,item_901,,69 52 22 2 50 39 4 31 402 85 5 847,item 901 features: 69 52 22 2 50 39 4 31 402 85 5 847
902,item_902,,item_902,,468 351 505 966 34 949 495 975 432 55 163 10,item 902 features: 468 351 505 966 34 949 495 975 432 55 163 10
903,item_903,,item_903,,2 4 55,item 903 features: 2 4 55
904,item_904,,item_904,,10 34 55,item 904 features: 10 34 55
905,item_905,,item_905,,64 849 44,item 905 features: 64 849 44
906,item_906,,item_906,,15 2 55,item 906 features: 15 2 55
907,item_907,,item_907,,567 2 51 4 5 28 31,item 907 features: 567 2 51 4 5 28 31
908,item_908,,item_908,,69 689 32 22 4 338 717 0,item 908 features: 69 689 32 22 4 338 717 0
909,item_909,,item_909,,69 593 22 4 20,item 909 features: 69 593 22 4 20
910,item_910,,item_910,,839,item 910 features: 839
911,item_911,,item_911,,51 55,item 911 features: 51 55
912,item_912,,item_912,,2 197 780 154 94 971 40 31 661 122,item 912 features: 2 197 780 154 94 971 40 31 661 122
913,item_913,,item_913,,58 15 51 2 4 39 55 5 31 382,item 913 features: 58 15 51 2 4 39 55 5 31 382
914,item_914,,item_914,,65 4 14 100 31 212,item 914 features: 65 4 14 100 31 212
915,item_915,,item_915,,45 4 5 16 31,item 915 features: 45 4 5 16 31
916,item_916,,item_916,,265 158 2 44 121,item 916 features: 265 158 2 44 121
917,item_917,,item_917,,4 31,item 917 features: 4 31
918,item_918,,item_918,,51 2 34 544 785 44 5 31 28 316,item 918 features: 51 2 34 544 785 44 5 31 28 316
919,item_919,,item_919,,34 103 55 23,item 919 features: 34 103 55 23
920,item_920,,item_920,,65 57 728 25 253 340 121,item 920 features: 65 57 728 25 253 340 121
921,item_921,,item_921,,2 4 20 5 31,item 921 features: 2 4 20 5 31
922,item_922,,item_922,,32 51 4 28 31,item 922 features: 32 51 4 28 31
923,item_923,,item_923,,15 39 34 5,item 923 features: 15 39 34 5
924,item_924,,item_924,,2 34 4 14 345 16 5 55 10,item 924 features: 2 34 4 14 345 16 5 55 10
925,item_925,,item_925,,1 351 975 432 376 163,item 925 features: 1 351 975 432 376 163
926,item_926,,item_926,,69 22 4 297,item 926 features: 69 22 4 297
927,item_927,,item_927,,199 71,item 927 features: 199 71
928,item_928,,item_928,,69 22 4 113 574,item 928 features: 69 22 4 113 574
929,item_929,,item_929,,69 22 50 25 816 4 85 522 5 31,item 929 features: 69 22 50 25 816 4 85 522 5 31
930,item_930,,item_930,,51 34 44 10,item 930 features: 51 34 44 10
931,item_931,,item_931,,2 25 5 55,item 931 features: 2 25 5 55
932,item_932,,item_932,,134 15 51 4 14 55 26,item 932 features: 134 15 51 4 14 55 26
933,item_933,,item_933,,51 31,item 933 features: 51 31
934,item_934,,item_934,,58 45 15 51 34 55 5 31 372,item 934 features: 58 45 15 51 34 55 5 31 372
935,item_935,,item_935,,433 4 20 102,item 935 features: 433 4 20 102
936,item_936,,item_936,,69 22 34 4,item 936 features: 69 22 34 4
937,item_937,,item_937,,103 55 23,item 937 features: 103 55 23
938,item_938,,item_938,,2 4 25 5 16 31 661,item 938 features: 2 4 25 5 16 31 661
939,item_939,,item_939,,103 55,item 939 features: 103 55
940,item_940,,item_940,,161 2 56 37 55 23,item 940 features: 161 2 56 37 55 23
941,item_941,,item_941,,178 165,item 941 features: 178 165
942,item_942,,item_942,,233 931 123 4 20,item 942 features: 233 931 123 4 20
943,item_943,,item_943,,329 228 400 2 389 31,item 943 features: 329 228 400 2 389 31
944,item_944,,item_944,,2 55 124,item 944 features: 2 55 124
945,item_945,,item_945,,58 7 10 4 253 19 31,item 945 features: 58 7 10 4 253 19 31
946,item_946,,item_946,,57 433 4 20 37,item 946 features: 57 433 4 20 37
947,item_947,,item_947,,103 55 23,item 947 features: 103 55 23
948,item_948,,item_948,,51 55,item 948 features: 51 55
949,item_949,,item_949,,632,item 949 features: 632
950,item_950,,item_950,,15 2 51 5 44 756 31,item 950 features: 15 2 51 5 44 756 31
951,item_951,,item_951,,77 49 2 34 4 140 14 173 5 103 31,item 951 features: 77 49 2 34 4 140 14 173 5 103 31
952,item_952,,item_952,,1 15 2 51 34 4 31 5 28 937,item 952 features: 1 15 2 51 34 4 31 5 28 937
953,item_953,,item_953,,763 51 55,item 953 features: 763 51 55
954,item_954,,item_954,,69 834 22,item 954 features: 69 834 22
955,item_955,,item_955,,545 103 55 23,item 955 features: 545 103 55 23
956,item_956,,item_956,,21 67 44,item 956 features: 21 67 44
957,item_957,,item_957,,31,item 957 features: 31
958,item_958,,item_958,,10 2 34 55,item 958 features: 10 2 34 55
959,item_959,,item_959,,58 15 51 25 5 522 31,item 959 features: 58 15 51 25 5 522 31
960,item_960,,item_960,,2 51 34 934 44 28 5 10,item 960 features: 2 51 34 934 44 28 5 10
961,item_961,,item_961,,227,item 961 features: 227
962,item_962,,item_962,,2 76 769 5 31,item 962 features: 2 76 769 5 31
963,item_963,,item_963,,2 359 16 28 31,item 963 features: 2 359 16 28 31
964,item_964,,item_964,,25,item 964 features: 25
